year,dispnum,incidnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude,midloc2_precision,onset,midloc2_howobtained,midloc2_precision_comment,midloc2_general_comment,priogrid_cell,midloc11_location,midloc11_midlocmeasuringpoint,midloc11_latitude,midloc11_longitude,midloc11_precision
1996,4192,4192002,Iraq (Arbil [ADM1]),Centroid of ADM1,44.2185,36.3677,4,0,ArcGIS and GADM,ADM1,,77286,"Northern Iraq including Qaseri, Choman, Galala,Haj Omran, and Sedikan.",choman,36.5833,44.8167,3
1996,4192,4192003,Ziyadiyah River,Midpoint of river,48.0287,30.4622,5,0,ArcGIS and Natural Earth Data,Point along a line,,85934,"Ziyadiyah River, IRN-IRQ border",ziyadiyah,30.2667,48.3167,4
1996,4192,4192004,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638,5,0,ArcGIS and cShapes,Point along a line,,80889,IRN-IRQ border,ziyadiyah,30.2667,48.3167,4
1996,4196,4196001,"Havana, Cuba","Havana, Cuba",-82.3666,23.1136,2,1,latlong.net,Near,,96313,"North of Havana, Cuba.",havana,23.1167,82.35,2
1996,4206,4206001,Iraq-Turkey Border,Midpoint of shared (national) border,43.7267,37.2257,5,1,ArcGIS and cShapes,Point along a line,,75845,"IRQ, near TUR-IRQ border",mosul,36.3333,43.1167,4
1996,4206,4206002,Iraq-Turkey Border,Midpoint of shared (national) border,43.7267,37.2257,5,0,ArcGIS and cShapes,Point along a line,,75845,Sinath and Hakurk regions of Iraq near Iraqi-Turkish border,ortakoy,37.3167,43.2667,3
1996,4231,4231001,Croatia (Istria [ADM1])-Slovenia Border,Midpoint of shared (subnational) border,13.865,45.4476,5,1,ArcGIS and GADM,Point along a line,,64425,"Istria, CRO, on CRO-SLV border",istria,45.7955,15.4681,1
1996,4271,4271001,Persian Gulf,Persian Gulf,51.6834,26.7505,4,1,latlong.net,Gulf,,90981,The Persian Gulf region. No additional information provided.,persian gulf,27,51,5
1996,4271,4271002,Iraq (Dhi Qar [ADM1] and Wasit [ADM1]),Centroid of > ADM1,45.9729,32.0229,5,0,ArcGIS and GADM,> ADM1,,83049,"Air defense facilities in southern Iraq, specifically in Tallil, Nasiriya, Kut,",nasiriya,31.05,46.25,3
1996,4271,4271003,Kuwait,Centroid of ADM0,47.5909,29.3408,6,0,ArcGIS and cShapes,State,,87373,KUW,kuwait,29.5,47.75,5
1996,4271,4271004,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,Just north of the southern flight exclusion zone in Iraq.,basra,30.4833,47.8167,3
1996,4271,4271006,Persian Gulf,Persian Gulf,51.6834,26.7505,4,0,latlong.net,Gulf,,90981,"Kuwait, Persian Gulf, Diego Garcia, Red Sea",kuwait,29.5,47.75,5
1996,4271,4271007,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,The southern flight exclusion zone in Iraq.,mosul,36.3333,43.1167,3
1996,4271,4271008,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,0,ArcGIS and ESRI,> ADM1,,76644,The northern flight exclusion zone in Iraq.,mosul,36.3333,43.1167,3
1996,4271,4271009,Iraq,Centroid of ADM0,43.7721,33.048,6,0,ArcGIS and cShapes,State,,81605,"Iraq, no additional information provided.",iraq,33,44,5
1996,4271,4271010,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1996,4271,4271011,Persian Gulf,Persian Gulf,51.6834,26.7505,4,0,latlong.net,Gulf,,90981,Persion Gulf region; Kuwait,persian gulf,27,51,5
1996,4271,4271012,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"The southern flight exclusion zone in Iraq: near the 32nd parallel, southeast of",kut al hai,32.1667,46.0333,3
1996,4271,4271013,Iraq (Southern NFZ [> ADM1]),Centroid of Southern NFZ,44.3526,31.4334,5,0,ArcGIS and ESRI,> ADM1,,84486,"Southern flight exclusion zone in Iraq, occuring between 25 to 40 miles from a s",kut al hai,32.1667,46.0333,3
1996,4272,4272001,Iraq Territorial Waters,Centroid of territorial waters,48.5435,29.7978,3,1,ArcGIS and Marine Regions,Territorial waters,,86655,IRQ Territorial Waters,al qushlah,29.9,48.5333,4
1996,4288,4288001,"Halaib, Egypt","Halaib, Egypt",36.6412,22.2204,1,1,latlong.net,Precise location text,,97511,"Halaib, at border between Sudan and Egypt.",halaib,22.2167,36.6333,1
1996,4297,4297001,Nemuro Strait,Nemuro Strait,145.46,44.0331,3,1,latlong.net,Strait,,65568,"Kunashiri Strait, disputed RUS/JPN territory",kunashiri,44.5,146.75,4
1996,4309,4309001,"Siquita, Ivory Coast","Siquita, Ivory Coast",-8.1,7.86667,2,1,latlong.net,Near,,118461,Kpeaba is a village located in the Sipilov constituency of Ivory Coast. Presumab,biankoouma,7.73333,-7.6,2
1996,4318,4318003,Armenia-Azerbaijan (Nakhchivan [ADM1]) Border,Midpoint of shared (subnational) border,45.6633,39.5778,5,0,ArcGIS and GADM,Point along a line,,72249,Southern border between ARM and AZE near the Nakhichevan enclave.,nakhichevan,39.3333,45.5,4
1996,4319,4319001,Armenia-Azerbaijan Border,Midpoint of shared (national) border,45.7991,40.0218,5,1,ArcGIS and cShapes,Point along a line,Could not locate village; Ignores enclave,71529,South-western border between ARM and AZE near the village of Tsirani Dzor.,karudzhikh,39.1333,46.0167,4
1997,4007,4007031,"Kargil, India","Kargil, India",76.1349,34.5539,1,0,latlong.net,Precise location text,,79430,"Kargil, Indian sector of Kashmir.",Kargil,34.5333,76.2,2
1997,4007,4007032,"Kargil, India","Kargil, India",76.1349,34.5539,2,0,latlong.net,Near,,79430,Kargil area on border between Indian and Pakistani controlled sectors of Kashmir,Kargil,34.5333,76.2,2
1997,4007,4007033,India (Jammu and Kashmir [ADM1])-Pakistan (Azad Kashmir [ADM1]) Border,Midpoint of shared (subnational) border,73.9277,34.1529,5,0,ArcGIS and GADM,Point along a line,,80145,Kashmir; border between Indian and Pakistani sectors in the Himalayas. Areas in,Uri,35.3333,74.3333,4
1997,4007,4007034,India (Jammu and Kashmir [ADM1]),Centroid of ADM1,76.6126,33.7594,4,0,ArcGIS and GADM,ADM1,Dual event; Both in same ADM1,80871,"Siachen Hills, Kashmir, town of Kargil",Kargil,34.5333,76.2,2
1997,4022,4022045,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4
1997,4022,4022046,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4
1997,4022,4022047,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,Along the DMZ North and South Korea,ch'orwon,38.25,127.2,4
1997,4022,4022048,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4
1997,4022,4022049,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4
1997,4022,4022050,Yonpyong Island,Yonpyong Island,125.69,37.6595,2,0,latlong.net,Island,,74969,"In waters near Yonpyong Island, 145 km west of Seoul",Yonpyong-yo'to,37.6167,125.7,2
1997,4022,4022051,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,Along the border between North and South Korea,ch'orwon,38.25,127.2,4
1997,4022,4022052,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4
1997,4022,4022053,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,Along the DMZ between North and South Korea,ch'orwon,38.25,127.2,4
1997,4022,4022054,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,Along the DMZ between North & South Korea (70 miles NE of Seoul),ch'orwon,38.25,127.2,4
1997,4022,4022055,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,Along the DMZ between North and South Korea (70 miles NE of Seoul),ch'orwon,38.25,127.2,4
1997,4028,4028002,Loaita Bank,Loaita Bank,114.45,10.7667,2,0,latlong.net,Near,,113906,"In waters around the Spratly Islands, near Kota and Panata Islands",Kota,5.01667,100.983,4
1997,4028,4028003,Spratly Islands,Spratly Islands,111.917,8.63333,5,0,latlong.net,Island,,116781,Over the Spratly Islands,Spratly Islands,8.33333,112,5
1997,4028,4028004,Pag-Asa Islands,Pag-Asa Islands,114.285,11.0533,2,0,latlong.net,Island,,113186,On Pag-Asa Island,Pag-Asa,7.56667,125.683,3
1997,4028,4028005,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1997,4028,4028006,Scarborough Shoal,Scarborough Shoal,117.74,15.2191,2,0,latlong.net,Island,,107433,"In waters near the Scarborough Shoal, 213 km west of the PHI province of Zambale",Scarborough Shoal,15.1333,117.767,3
1997,4028,4028007,Scarborough Shoal,Scarborough Shoal,117.74,15.2191,2,0,latlong.net,Island,,107433,"On the Scarsborough Shoal, 120 miles SW of Zambales, Philippines",Scarborough Shoal,15.1333,117.767,3
1997,4028,4028008,Sabina Shoal,Sabina Shoal,116.483,9.75,1,0,latlong.net,Precise location text,,115350,"On Sabina Shoal, 75 miles west of the PHI island of Palawan",Sabina Shoal,9.75,116.483,4
1997,4028,4028009,Loaita Island,Loaita Island,114.45,10.7667,2,0,latlong.net,Island,,113906,In waters 2 km northeast of Kota Island,Kota,5.01667,100.983,2
1997,4028,4028010,Palawan,Palawan,118.738,9.83495,4,0,latlong.net,Island,,115355,Off the Western island province of Palawan in the South China Sea.,Palawan,9.5,118.5,4
1997,4078,4078021,Sudan-Uganda Border,Midpoint of shared (national) border,32.314,3.68445,5,0,ArcGIS and cShapes,Point along a line,,124142,The border between Sudan and Uganda.,nimule,3.58333,32.05,4
1997,4078,4078022,"Gulu, Uganda","Gulu, Uganda",32.2881,2.7724,1,0,latlong.net,Precise location text,,125582,"The Sudanese aircraft circled Gulu, Uganda (80 miles south of the Sudanese borde",Gulu,2.78333,32.3,3
1997,4078,4078023,Sudan-Uganda (Arua [ADM1]) Border,Midpoint of shared (subnational) border,30.9494,3.65945,5,0,ArcGIS and GADM,Point along a line,,124139,The border between Uganda and Sudan. Specifically the Arua district of northern,Arua,3.01667,30.9167,4
1997,4078,4078024,Uganda (Arua [ADM1]),Centroid of ADM1,31.1019,3.05633,4,0,ArcGIS and GADM,ADM1,,124860,"The Arua district of northern Uganda, near the Sudanese border.",Arua,3.01667,30.9167,3
1997,4078,4078025,"Koboko, Uganda","Koboko, Uganda",30.959,3.4168,1,0,latlong.net,Precise location text,,124859,The town of Koboko in northwestern Uganda.,Koboko,3.41667,30.9667,1
1997,4078,4078026,Sudan-Uganda Border,Midpoint of shared (national) border,32.314,3.68445,5,0,ArcGIS and cShapes,Point along a line,,124142,The Sudanese aircraft attacked rebel positions in the Ugandan border town of Ker,Arua,3.01667,30.9167,5
1997,4078,4078027,Sudan (Bahr al-Jabal [ADM1]),Centroid of ADM1,31.1962,4.76804,4,0,ArcGIS and GADM,ADM1,,122700,"Bahr al-Jabal State, southern Sudan.",Bahr-al-jabal,5,31.5,3
1997,4078,4078028,Sudan (South [> ADM1]),Centroid of > ADM1,30.3214,7.28767,5,0,ArcGIS and GADM,> ADM1,,119098,Somewhere in southern Sudan.,nimule,3.58333,32.05,3
1997,4078,4078029,"Nimule, Sudan","Nimule, Sudan",32.0639,3.59158,2,0,latlong.net,Near,,124142,"Near Nimule, on the border of Sudan and Uganda.",Nimule,3.61667,32.5,2
1997,4078,4078030,Sudan-Uganda (Lamwo [ADM2]) Border,Midpoint of shared (subnational) border,32.7163,3.76788,5,0,ArcGIS and GADM,Point along a line,,124143,"The Uganda-Sudan border, near Lelabur, Uganda. It is not clear on which side of",old dufile,3.56667,31.9667,4
1997,4089,4089001,"Hyesan, North Korea","Hyesan, North Korea",128.174,41.3874,2,1,latlong.net,Near,,69934,"Near Hyesan, North Korea",Hyesan,41.3833,128.167,2
1997,4090,4090001,"Trestenink, Albania","Trestenink, Albania",21.0185,40.5729,1,1,latlong.net,Precise location text,,70920,"Village of Trestenink, Devoll province, ALB",Devoll,40.6167,20.95,1
1997,4095,4095013,"Famagusta, Cyprus","Famagusta, Cyprus",33.9192,35.1149,1,0,latlong.net,Precise location text,,78785,"Famagusta, Northern Cyprus",Famagusta,35.1167,33.95,1
1997,4095,4095014,"Famagusta, Cyprus","Famagusta, Cyprus",33.9192,35.1149,1,0,latlong.net,Precise location text,,78785,"Famagusta, Northern CYP",Famagusta,35.1167,33.95,1
1997,4095,4095015,Cyprus (Limassol [ADM1] and Paphos [ADM1]),Centroid of > ADM1,32.7293,34.8495,5,0,ArcGIS and GADM,> ADM1,Dual event; Contiguous ADM1s,79503,Off the coast of Cyprus near the towns of Limassol and Paphos and over the islan,Limassol,34.7833,32.9167,2
1997,4095,4095016,"Paphos, Cyprus","Paphos, Cyprus",32.4297,34.772,2,0,latlong.net,Near,,79502,"Off the coast of Cyprus, near Paphos",Paphos,35.8333,32.5833,2
1997,4095,4095017,Northern Cyprus,Centroid of ADM0,33.5993,35.2778,6,0,ArcGIS and GADM,State,,78785,"Over the areas of Kyrenia, Pentadaktylos, Apostolos Andreas, and the Nicosia Fli",Kyrenia,35.25,33.2667,1
1997,4095,4095018,Cyprus,Easternmost point of coastline,34.586,35.6886,5,0,ArcGIS and cShapes,Point along a line,,78067,East Mediterranean coast of CYP,paphos international airport,34.7167,32.4667,4
1997,4095,4095019,Cyprus,Centroid of ADM0,33.2218,35.0459,6,0,ArcGIS and cShapes,State,Dual event,78784,Nicosia airspace (and Cyprus' territorial waters),Nicosia,35.1667,33.3667,1
1997,4095,4095020,Northern Cyprus (Famagusta [ADM1] and Kyrenia [ADM1]),Centroid of > ADM1,33.733,35.2207,5,0,ArcGIS and GADM,> ADM1,Dual event,78785,"Famagusta and Kyrenia, Northern CYP",Famagusta,35.1167,33.95,1
1997,4095,4095021,"Athens, Greece","Athens, Greece",23.7275,37.9838,1,0,latlong.net,Precise location text,,75165,"Athens, GRC",Athens,37.9833,23.7333,1
1997,4095,4095022,Unspecified,,,,-99,0,,Location unclear or unspecified,,,Unclear,,,,7
1997,4095,4095023,Cyprus,Centroid of ADM0,33.2218,35.0459,6,0,ArcGIS and cShapes,State,,78784,Cyprus airspace,Cyprus,35,33,5
1997,4095,4095024,Cyprus,Centroid of ADM0,33.2218,35.0459,6,0,ArcGIS and cShapes,State,,78784,Cyprus airspace,Cyprus,35,33,5
1997,4095,4095025,Cyprus,Centroid of ADM0,33.2218,35.0459,6,0,ArcGIS and cShapes,State,,78784,Cyprus airspace,Cyprus,35,33,5
1997,4095,4095026,Cyprus-Greece Border (Air Corridor),Midpoint between Cyprus and Greece,30.254,35.755,5,0,ArcGIS and cShapes,Point along a line,,78058,Airspace between Cyprus and Greece,paphos international airport,34.7167,32.4667,4
1997,4095,4095027,Cyprus,Centroid of ADM0,33.2218,35.0459,6,0,ArcGIS and cShapes,State,,78784,Cyprus airspace,Cyprus,35,33,5
1997,4095,4095028,"Southern CYP, and off GRC islands of Crete and Rhodes","Centroid between Crete, Cyprus, and Rhodes",29.1474,35.2138,5,0,ArcGIS and GADM,> ADM1,,78776,"Southern CYP, and off GRC islands of Crete and Rhodes",Crete,35.25,24.75,3
1997,4095,4095029,Northern Cyprus (Famagusta [ADM1] and Kyrenia [ADM1]),Centroid of > ADM1,33.733,35.2207,5,0,ArcGIS and GADM,> ADM1,Dual event,78785,"Kyrenia and Famagusta, Northern CYP",Kyrenia,35.3333,33.3167,1
1997,4096,4096001,Zemo Larsi,Zemo Larsi,44.4867,42.4451,2,1,latlong.net,Near,,68646,"Zemo Larsi checkpoint, GRG-RUS border",Zemo Lisi,42.5733,43.8911,4
1997,4097,4097001,Albania-Macedonia Border,Midpoint of shared (national) border,20.5151,41.2606,5,1,ArcGIS and cShapes,Point along a line,,70199,ALB-MAC border,vevcani,41.2333,20.5667,4
1997,4107,4107001,Sea of Okhotsk,Sea of Okhotsk,149.366,52.8736,5,1,latlong.net,Sea,,53324,Sea of Okhotsk,sea of okhotsk,55,150,5
1997,4108,4108001,Ukraine Territorial Waters (Black Sea),Centroid of territorial waters,31.5175,46.1828,3,1,ArcGIS and Marine Regions,Territorial waters,,62941,"UKR coast, Black Sea",odessa,46.4667,30.6667,4
1997,4117,4117001,Sidudu Island,Sidudu Island,25.1306,-17.8156,2,1,latlong.net,Island,,155092,Situngu island on border of Botswana and Namibia,caprivi strip,-17.75,24.8667,4
1997,4123,4123001,Burundi (Nyanza-Lac [ADM2])-Tanzania Border,Midpoint of shared (subnational) border,29.6936,-4.45225,5,1,ArcGIS and GADM,Point along a line,,135657,"Lake Tanganyika, on the border between Tanzania and Burundi, at Nyanza-Lac. The",nyanza-lac,-4.33333,29.6,3
1997,4123,4123002,Burundi-Tanzania (Kigoma [ADM1]) Border,Midpoint of shared (subnational) border,30.2849,-3.86627,5,0,ArcGIS and GADM,Point along a line,,134938,"The Tanzania-Burundi border. Specifically the Kigoma region, at Lake Tanganyika",kigoma,-5,30,4
1997,4123,4123003,Burundi-DRC-Tanzania Border,"Intersection of Burundi, DRC, and Tanzania borders",29.4233,-4.4475,5,0,ArcGIS and cShapes,Point along a line,,135656,"The border between Tanzania and Burundi, near Lake Tanganyika, at the towns (or",kabonga,-4.4,29.6667,4
1997,4123,4123004,Burundi (Ruyigi [ADM1])-Tanzania Border,Midpoint of shared (subnational) border,30.4825,-3.53347,5,0,ArcGIS and GADM,Point along a line,,134938,"The Tanzania-Burundi border, at Nyamunazi and Nyabitaka, Tanzania, near Kinyinya",nyamunazi,-3.68333,30.3667,4
1997,4124,4124003,Eritrea-Sudan Border,Midpoint of shared (national) border,36.9388,16.677,5,0,ArcGIS and cShapes,Point along a line,,105431,"Not specific, border area of SUD-ERI.",kassala,15.4167,36.3667,4
1997,4124,4124004,"Jabal Togan, Sudan","Jabal Togan, Sudan",37.9833,17.8667,2,0,Geonames.org and latlong.net,Near,,103993,"Togan, northeastern SUD close to ERI border.",togan,17.8667,37.9833,3
1997,4124,4124005,Eritrea-Sudan Border,Midpoint of shared (national) border,36.9388,16.677,5,0,ArcGIS and cShapes,Point along a line,,105431,Along the Eritrean-Sudanese border,kassala,15.4167,36.3667,4
1997,4124,4124006,"Meki, Eritrea",Teseney,36.65,15.1,2,0,MIDLOC1.1,Near,,107591,"near Meki, about 8 km inside the ERI border.",teseney,15.1,36.65,2
1997,4130,4130001,"Shali al Fil, Sudan","Shali al Fil, Sudan",34.0167,10.2333,1,1,latlong.net,Precise location text,,114786,"Chali, in southern Blue Nile area Sudan.",chali,10.2167,34.0167,1
1997,4130,4130002,Sudan (Al Kurumik [ADM2]),Centroid of ADM2,34.0183,10.2833,3,0,ArcGIS and GADM,ADM2,Dual event; Both in same ADM2,114786,"Kurmuk and Qeissan in Blue Nile Province, 360 miles southeast of the capital, Kh",kurmuk,10.55,34.2833,1
1997,4130,4130003,"Khartoum, Sudan","Khartoum, Sudan",32.5599,15.5007,1,0,latlong.net,Precise location text,,106863,"Khartoum, the capital of Sudan.",khartoum,15.5833,32.5333,1
1997,4132,4132001,Hanish Islands,Hanish Islands,42.75,13.75,2,1,latlong.net,Island,,109763,Waters around the Hanish archipelago in the Red Sea,hanish islands,13.75,42.75,3
1997,4132,4132002,Hanish Islands,Hanish Islands,42.75,13.75,2,0,latlong.net,Island,,109763,Not specific--YEM claims that boats were seized in its territorial waters.,hanish islands,13.75,42.75,3
1997,4135,4135001,"Khon Kriel, Cambodia","Khon Kriel, Cambodia",103.588,14.2564,2,1,latlong.net,Near,,108845,Border between Thailand and Cambodia near Cambodian village of Khon Kriel.,point estimate,14.4183,103.667,4
1997,4135,4135002,"O Smaech, Cambodia","O Smaech, Cambodia",103.697,14.4099,2,0,latlong.net,Near,,108845,Cambodia/Thai border near Cambodian village of O Smach.,o smaech,14.4167,103.683,2
1997,4135,4135003,Chong Chom Pass,Chong Chom Pass,103.699,14.4347,2,0,latlong.net,Near,,108845,Cambodian/Thai border near Chong Chom pass in Thailand's Surin province.,chong chom pass,14.3667,103.6,2
1997,4135,4135004,Chong Chom Pass,Chong Chom Pass,103.699,14.4347,1,0,latlong.net,Precise location text,,108845,"Cambodian/Thai border, Chong Chom pass, Surin province, Thailand.",chong chom pass,14.3667,103.6,4
1997,4135,4135005,Cambodia-Thailand (Surin [ADM1]) Border,Midpoint of shared (subnational) border,103.66,14.4365,5,0,ArcGIS and GADM,Point along a line,,108845,"Cambodian/Thai border in Surin province, Thailand.",surin,14.8833,103.483,4
1997,4135,4135006,Cambodia-Thailand (Kap Choeng [ADM2]) Border,Midpoint of shared (subnational) border,103.614,14.4083,5,0,ArcGIS and GADM,Point along a line,,108845,"Cambodian/Thai border; Surin province, Kab Cherng border district of Thailand.",surin,14.8833,103.483,3
1997,4136,4136001,Albania-Yugoslavia Border,Midpoint of shared (national) border,19.795,42.4837,5,1,ArcGIS and cShapes,Point along a line,,68757,YUG-ALB border,zogaj,42.2833,20.3,4
1997,4136,4136002,Albania-Yugoslavia Border,Midpoint of shared (national) border,19.795,42.4837,5,0,ArcGIS and cShapes,Point along a line,,68757,YUG-ALB border,zogaj,42.2833,20.3,4
1997,4136,4136003,Albania-Yugoslavia Border,Midpoint of shared (national) border,19.795,42.4837,5,0,ArcGIS and cShapes,Point along a line,,68757,YUG-ALB border,zogaj,42.2833,20.3,4
1997,4144,4144001,Ecuador (Paquisha [ADM2]),Centroid of ADM2,-78.6342,-3.9299,3,1,latlong.net,ADM2,,135200,"Paquisha Alto, in the Cordillera del Condor region the disputed border area betw",paquisha,-3.91667,-78.6667,1
1997,4144,4144002,Cordillera del Condor,Cordillera del Condor,-78.5,-4,5,0,latlong.net,> ADM1,,135920,Cordillera del Condor along the disputed border between PER and ECU. Each side c,cordillera,-5,-79.8,3
1997,4144,4144003,Vega,Vega,-79.8833,-3.33333,5,0,MIDLOC1.1,Point along a line,,134478,PER-ECU border near Vega Military Base in ECU.,vega,-3.33333,-79.8833,4
1997,4144,4144004,Cordillera del Condor,Cordillera del Condor,-78.5,-4,5,0,latlong.net,> ADM1,,135920,Cordillera del Condor on Peruvian side of the border. Thge targeted position was,vencedores,-1.53333,-75.25,3
1997,4150,4150001,Belize-Guatemala Border,Midpoint of shared (national) border,-89.1656,16.6986,5,1,ArcGIS and cShapes,Point along a line,,105659,"Sarstun and El Carrizal, GUA near the border with BLZ.",sarstun,15.8833,-88.9167,1
1997,4150,4150002,Belize-Guatemala Border,Midpoint of shared (national) border,-89.1656,16.6986,5,0,ArcGIS and cShapes,Point along a line,,105659,"Sarstun and El Carrizal, GUA where there had recently been incursions by BLZ sol",sarstun,15.8833,-88.9167,1
1997,4154,4154001,Gulf of Paria,Gulf of Paria,-61.7941,10.4297,4,1,latlong.net,Gulf,,114994,Near the disputed maritime border between VEN and TRI in the Gulf of Paria.,gulf of paria,10.35,-62.1667,3
1997,4154,4154002,Gulf of Paria,Gulf of Paria,-61.7941,10.4297,4,0,latlong.net,Gulf,,114994,"Gulf of Paria, Between Trinidad & Tobago and Venezuela.",gulf of paria,10.35,-62.1667,3
1997,4154,4154003,Gulf of Paria,Gulf of Paria,-61.7941,10.4297,4,0,latlong.net,Gulf,,114994,"Gulf of Paria, between Trinidad & Tobago and Venezuela.",gulf of paria,10.35,-62.1667,3
